Muestreo,Fecha,Hora,Fecha,ZT,Notas,Promedio,CTL1,CTL2,CTL3,CTL4,CTL5,CTL6,CTL7,CTL8,APS1,APS2,APS3,APS4,APS5,APS6,APS7,APS8,RPS2,RPS3,RPS4,RPS5,RPS6,RPS7,RPS8,,,,,,,,
1128,,,20/02/2022 00:25,11.5,,,37.875,37.5,37.25,36.875,37.625,37,37.375,37.875,38.125,37,36.875,37.625,37.5,37.5,37.625,37.75,37.5,37.5,36.875,37.5,37.25,37.625,37.625,,,,,,,,
1129,,,20/02/2022 00:55,12,,,38.25,37.75,37.5,37.5,37.75,37.25,37.375,37.75,38.5,37.75,38.375,37.375,37.375,37.625,37.625,38.625,38.625,37.625,37.875,38.125,37.375,38,38.25,,,,,,,,
1130,,,20/02/2022 01:25,12.5,,,37.625,37.875,37.875,37.5,38.25,37.625,38.25,37.375,38.125,38,38.875,37,38.25,39.25,38.125,37.625,38.875,39.25,37.75,38.875,37.75,38.125,38.25,,,,,,,,
1131,,,20/02/2022 01:55,13,,,37.75,37.875,37.375,38.375,37.375,37.75,37.625,37.875,37.75,38.5,38.125,37.25,37.75,38.375,39.125,37.25,38.375,38.375,38,38.125,37.125,37.375,38,,,,,,,,
1132,,,20/02/2022 02:25,13.5,,,37.75,38.375,37.75,36.875,37.125,38,37.625,37.875,37.625,38.375,37.625,37.125,37.5,38.125,38.375,36.875,37.25,38.25,38.375,38,37.625,38.25,38.25,,,,,,,,
1133,,,20/02/2022 02:55,14,,,37.875,38.75,37.5,37.75,37.375,37.75,38.125,37.875,37.875,39,37.625,37,37.5,38.625,37.625,37.875,37.375,37.875,39.125,37.75,37.5,37.875,37.75,,,,,,,,
1134,,,20/02/2022 03:25,14.5,,,38,38,37.75,37,38.5,37.875,38.125,37.625,38.75,38.875,38.25,37.375,38,39,37.625,37.875,38.125,37.625,38.75,38.125,37,38,38,,,,,,,,
1135,,,20/02/2022 03:55,15,,,38.25,38.125,37.625,37.25,38.375,38.375,38,38.125,38.5,38.125,38.5,39,37.75,38.75,37.75,37.75,39.125,37.75,38.625,38.25,37.625,38.125,38.125,,,,,,,,
1136,,,20/02/2022 04:25,15.5,,,38.125,38.875,37.875,37.625,38.75,38.75,38.25,38,38.75,38.25,38.375,39.375,37.625,38.375,37.875,38,38.75,38.75,38.125,38.5,37.875,37.625,38.625,,,,,,,,
1137,,,20/02/2022 04:55,16,,,38.25,38,38.625,37.5,38.25,38.125,38.75,38.25,39.25,38.375,38.5,38.25,37.625,38.75,38.625,38.125,38.625,38.375,39,39.25,37.875,38.375,37.875,,,,,,,,
1138,,,20/02/2022 05:25,16.5,,,38.375,38.625,37.875,37.375,38.375,38.125,37.75,38.125,39,38,38.375,38.25,38.75,38.5,38.125,38.75,38.5,38.875,37.75,39,38,37.625,38.125,,,,,,,,
1139,,,20/02/2022 05:55,17,,,38.375,39,38.5,37.625,38.875,38,37.625,38.5,38.5,39,38,39,37.875,38.75,38.375,38.375,38.25,38.5,38,39.125,38.5,38,38.5,,,,,,,,
1140,,,20/02/2022 06:25,17.5,,,38.75,38.125,38.5,37.25,38,37.75,38.625,37.875,38.5,39,37.875,38.75,38.75,38.875,39.125,38.375,38.375,37.75,38.125,38.5,37.5,38.375,38.75,,,,,,,,
1141,,,20/02/2022 06:55,18,,,38.375,38.625,38.25,37.75,37.875,38.625,38.625,38.75,38.25,38.625,38.125,39,38,38.125,38.875,38.625,37.25,38,38.625,37.75,37.875,37.875,38.75,,,,,,,,
1142,,,20/02/2022 07:25,18.5,,,38,38.25,38.75,38.5,37.875,38.375,37.875,38.375,38.125,38.375,37.875,38.375,37.25,38,38.375,38.375,36.75,37.625,38.5,37.875,37.875,37.625,38.625,,,,,,,,
1143,,,20/02/2022 07:55,19,,,38.75,39,38.25,38.375,38.25,37.75,37.875,38.375,38.375,38.375,38.375,38,37.875,37.75,38.125,38,36.875,37.75,38.5,38,38,37.875,38.125,,,,,,,,
1144,,,20/02/2022 08:25,19.5,,,38.375,38.5,37.875,36.75,38.5,37.5,37.625,37.875,38,38.5,37.75,38.125,38,37.75,37.875,39.25,37.875,37.875,37.75,38,38,37.625,37.875,,,,,,,,
1145,,,20/02/2022 08:55,20,,,38,38.75,38.875,36.75,39.125,37.25,37.625,37.875,39,38.5,37.5,38.125,38.875,39,38,38.75,38.375,38.375,38,37.625,37.75,37.875,37.75,,,,,,,,
1146,,,20/02/2022 09:25,20.5,,,38.375,38.25,39.25,37.625,38.875,37.375,37.625,38.375,38.875,38.25,38,38.875,38.125,39.125,39.125,37.875,37.75,38.375,37.75,38,37.5,38.5,38,,,,,,,,
1147,,,20/02/2022 09:55,21,,,38.375,38.375,38.875,37.875,38,37.75,37.75,37.875,38.75,38,38.25,39,37.625,38.875,38.25,37.75,37.5,37.875,37.75,38.75,38.375,38.375,37.875,,,,,,,,
1148,,,20/02/2022 10:25,21.5,,,38.375,39.375,37.875,38.25,37.25,38.25,37.625,38.5,38,38.625,38.125,38.375,37.875,38.625,38.25,37.875,36.875,37.875,37.625,38.75,37.25,38,38.375,,,,,,,,
1149,,,20/02/2022 10:55,22,,,38.125,39.25,38,38.25,37.875,37.875,37.625,38,37.875,38.75,38.5,37.75,38.25,37.625,38.5,38.625,38,37.5,38.5,38.125,37.125,37.875,38.375,,,,,,,,
1150,,,20/02/2022 11:25,22.5,,,38.5,38.625,38.625,38.625,38.375,37.875,37.5,38.5,38.5,38.625,38,37.5,37.875,37.5,39.25,38,38,37.875,38.375,37.875,38,37.625,38.5,,,,,,,,
1151,,,20/02/2022 11:55,23,,,38.25,38.125,39.375,38.375,38.75,37.5,38.375,38.5,38.125,38.625,37.375,38.625,37.625,38,38.375,38.25,37.25,38.25,38.375,37.75,37,38.25,38.25,,,,,,,,
1152,,,20/02/2022 12:25,23.5,,,38.75,38.75,38.125,38.5,38.125,37.875,38.25,37.875,37.25,37.625,36.875,38.25,37.625,37.875,38.125,37.75,37.375,38.875,37.625,38,37.375,37.625,37.75,,,,,,,,
1153,,,20/02/2022 12:55,0,,,38.125,38.5,38.375,37.75,38.125,38.125,36.875,37.375,37.125,37.75,37.25,37.5,37.5,38,38.25,37.625,37.375,38.625,37.75,37.75,38.25,37.125,37.875,,,,,,,,
1154,,,20/02/2022 13:25,0.5,,,37.875,37.875,37.75,38,37.875,37.625,37.375,38.125,37.5,37.875,36.75,37.375,37.5,37.75,38,37.25,37.375,38.625,37.875,38.375,38,37.25,38.125,,,,,,,,
1155,,,20/02/2022 13:55,1,,,37.75,37.375,37.625,36.875,37.5,37.5,37.125,38,37.5,37.5,37,37.125,37.5,37.125,38,36.875,36.875,38.375,37.875,38.375,37.375,37.25,37.75,,,,,,,,
1156,,,20/02/2022 14:25,1.5,,,37.375,37.75,36.375,37.375,37.5,37.5,37,38.125,37.5,37.375,36.5,37.25,37.625,37.25,37.625,37,37,38,36.875,38.125,37.125,37.375,37.625,,,,,,,,
1157,,,20/02/2022 14:55,2,,,37.375,37.75,36.375,37.5,37.25,37.5,37.25,38,37.375,37,37,37.125,37.375,37.375,37.625,37.125,36.875,38.125,37.625,38,37.5,37.25,37.75,,,,,,,,
1158,,,20/02/2022 15:25,2.5,,,37.25,37.625,37.125,37.75,37.5,37.25,37,38.125,37.625,37.75,36.5,37.375,37.25,37.625,38.375,37.375,37.375,38,36.75,37.875,37.25,36.875,38,,,,,,,,
1159,,,20/02/2022 15:55,3,,,37.5,36.875,37.75,37.75,37.375,37.375,36.75,38.125,37.5,37.5,37.125,37.875,37.125,38.25,38,37,37.5,38.125,37.5,37.625,37.625,36.875,37.875,,,,,,,,
1160,,,20/02/2022 16:25,3.5,,,37.375,38,37.625,36.625,37.625,37.125,36.875,38.5,37.375,37.5,37.125,37.75,37,37.75,37.875,36.75,37.5,38.25,37.625,37.25,37.75,36.75,37.75,,,,,,,,
1161,,,20/02/2022 16:55,4,,,37.625,37.75,37.75,37.375,37.375,37,37,38.25,37.625,37.625,37.25,37.375,37.875,37.5,37.625,37.125,37.25,37.875,38,37.625,37.625,36.875,37.375,,,,,,,,
1162,,,20/02/2022 17:25,4.5,,,37.625,37.375,37.625,37.875,37.5,37.125,37.125,37.625,37.5,37.75,37,37.125,37.5,37.625,37.75,37.375,37.25,38.125,37.875,37.75,37.5,37.25,37.625,,,,,,,,
1163,,,20/02/2022 17:55,5,,,37.5,37.5,38.125,37.875,37.375,38.125,36.75,37.625,37.625,36.75,36.875,37,37.75,37.75,37.625,36.625,37.375,38,37.75,38.5,37.5,37.25,37.625,,,,,,,,
1164,,,20/02/2022 18:25,5.5,,,37.5,37.375,37.25,37.375,37.5,37.5,36.75,37.75,37.5,37.375,36.875,37,37.5,37.625,37.875,36.5,37.5,38.25,37.625,38.125,37.625,37.5,38,,,,,,,,
1165,,,20/02/2022 18:55,6,,,37.625,38,37.25,37.25,37.875,37.125,36.75,37.875,37.625,37.375,37,37.125,37.125,37.5,38.125,36.875,37.625,38.125,37.5,38,37.5,37.5,37.625,,,,,,,,
1166,,,20/02/2022 19:25,6.5,,,37.375,37.375,37.75,37.25,37.625,38.75,36.75,38.125,37.5,37.125,36.875,37,37.25,37.375,37.625,36.875,37.75,38,37.875,37.875,37.125,37,37.5,,,,,,,,
1167,,,20/02/2022 19:55,7,,,38,38.625,37.625,36.75,37.875,37.75,36.5,37.625,37.5,37.25,36.875,36.875,37.25,37.625,37.625,37.125,37.625,38.5,37.625,38,37.5,37.25,37.875,,,,,,,,
1168,,,20/02/2022 20:25,7.5,,,37.75,38.625,38.25,38.625,37.875,37.75,37.875,38.25,37.375,37.125,37,37.5,37.5,37.625,37.75,37.25,37.5,38,37.75,38.125,37.875,37.625,37.875,,,,,,,,
1169,,,20/02/2022 20:55,8,,,37.875,37.625,37.375,37.875,37.75,37.25,37.125,37.25,37.75,37.5,36.5,37.25,37.75,37.625,37.875,37.25,37.5,38,38.375,38.125,37.75,37.375,37.75,,,,,,,,
1170,,,20/02/2022 21:25,8.5,,,37.625,37.75,37.5,37.75,37.75,37.375,37.375,37.25,37.625,37.5,37,37.375,38.25,37.5,37.625,36.875,37.25,38.125,37.875,37.875,37.5,37.25,37.875,,,,,,,,
1171,,,20/02/2022 21:55,9,,,37.625,37.875,36.375,37.375,37.25,37.5,36.875,37.375,37.625,37.625,37.75,37.5,37.25,37.375,37.875,37.125,37.625,37.75,38.25,37.875,38.125,37.125,37.875,,,,,,,,
1172,,,20/02/2022 22:25,9.5,,,37.625,37.75,37.25,37.5,37.125,37.625,37,37.75,37.75,37.25,37.75,37,37.375,37.25,37.75,37,37.5,37.875,38,37.625,37.625,36.875,37.875,,,,,,,,
1173,,,20/02/2022 22:55,10,,,37.5,37.75,37,36.75,37.25,37.25,37.25,37.875,37.875,37.875,37,37.25,37.25,38.375,37.625,37.625,37.5,37.75,37.875,37.5,37.875,37,37.75,,,,,,,,
1174,,,20/02/2022 23:25,10.5,,,37.625,37.625,37.25,37.75,37.5,37.5,37.125,37.75,38.375,37.75,37,37.375,37.5,38,37.5,39,37.5,37.875,37.875,37.375,37.625,37.125,37.75,,,,,,,,
1175,,,20/02/2022 23:55,11,,,37.5,37.5,37,37.875,37.5,37.125,37,37.75,38.5,38.5,38.25,37.875,37,38.75,37.625,37.875,37.25,37.875,37.75,38,37.75,37.125,37.75,,,,,,,,
1176,,,21/02/2022 00:25,11.5,,,37.5,37.75,37.375,37.875,37.625,37.25,36.75,37.625,38,38.25,38,38.125,38,38.625,37.375,37.125,37.5,37.875,37.5,37.375,37.5,37.125,37.75,,,,,,,,
1177,,,21/02/2022 00:55,12,,,37.25,37.75,38,36.875,37.75,37.375,37.5,37.5,38.375,38.375,38.375,37.375,38.75,38.25,38.625,38.875,38,37.375,37.75,37.875,37.5,36.875,38.25,,,,,,,,
1178,,,21/02/2022 01:25,12.5,,,38.125,38,38.125,36.625,38.125,38.875,37.25,37.625,38.25,38.375,37.75,39,39,38,38.75,38.625,37.75,38.75,38,38.375,37.625,37.875,38,,,,,,,,
1179,,,21/02/2022 01:55,13,,,37.875,37.5,37.75,37,37.875,38.25,37,38.125,38.25,38.125,37.75,38.375,38,38.25,38,38,38.375,38.75,38.25,38.75,37.5,37.375,37.625,,,,,,,,
1180,,,21/02/2022 02:25,13.5,,,37.875,39,38,37.625,38.5,37.625,37.625,37.875,38.5,37.875,38,37.5,37.875,38.75,37.875,37.375,37.75,38.25,38,38.5,37.5,37.25,37.5,,,,,,,,
1181,,,21/02/2022 02:55,14,,,37.75,37.875,37.875,38.125,37.125,37.75,38.125,37.5,38.125,37.875,38,37.5,37.625,38.5,37.5,37.375,37.375,38.25,38.5,37.75,38.125,36.875,38,,,,,,,,
1182,,,21/02/2022 03:25,14.5,,,37.625,37.75,37.375,37.75,37.375,38,37.875,37.625,38.125,38.125,37.75,37.75,38,38,37.75,38,37.375,38.375,38.125,38,38.375,37.375,38.375,,,,,,,,
1183,,,21/02/2022 03:55,15,,,38.125,38.5,38.5,37.5,38.125,38.125,37.875,38,38.625,38.125,38.125,37.5,37.875,37.625,37.75,38.625,37.625,39.125,38.125,38.25,37.75,37.625,37.875,,,,,,,,
1184,,,21/02/2022 04:25,15.5,,,37.75,38.25,37.875,38.125,37.75,37.5,38.375,37.625,38.25,39.125,37.625,37.5,37.625,38.5,38.25,37.875,38.375,38.25,38.875,39,37.875,37.25,38.625,,,,,,,,
1185,,,21/02/2022 04:55,16,,,38.5,37.875,39,38.375,38.375,38.5,37.75,37.875,38.375,38.375,37.75,37.75,37.75,38.625,38.25,37.25,38.125,38.5,38.5,38.625,38.375,37.5,38.375,,,,,,,,
1186,,,21/02/2022 05:25,16.5,,,38,38.375,39.25,37.375,38.625,38.875,38,38,38.375,38.375,38.25,38.25,38,39.125,38.75,38.25,37.625,39.25,38,38.375,37.75,37.75,38.5,,,,,,,,
1187,,,21/02/2022 05:55,17,,,38.375,38.5,39.375,37.5,37.625,38.125,38.25,37.75,37.625,38,38.5,39,38.625,39.375,38.625,38,37.5,38.5,38,37.875,37.875,37.25,38.625,,,,,,,,
1188,,,21/02/2022 06:25,17.5,,,38.5,38.125,38.5,38.25,37.75,37.375,38.25,38.375,37.875,39,38.375,38.25,38.5,38.375,38.625,38,37.375,38.125,38.5,37.875,38.125,38,38.75,,,,,,,,
1189,,,21/02/2022 06:55,18,,,38.75,38.25,38.125,38.75,38,37.375,38.25,38.375,38.375,38.875,37.75,38.75,37.75,38.125,38.75,38,37.5,37.875,38.25,39,38.125,37.375,38.625,,,,,,,,
1190,,,21/02/2022 07:25,18.5,,,37.75,38.875,38.125,38.25,38.375,37.625,39,38.25,37.625,38.125,37.75,37.625,38.375,38.25,39.375,39.125,37.125,38.125,37.625,38.5,37.625,37.75,38.125,,,,,,,,
1191,,,21/02/2022 07:55,19,,,38.5,38.875,37.875,37.25,38.125,38,37.875,38.25,37.875,38.25,38.125,37.375,37.875,38.25,38.5,38.625,37.375,38.25,37.5,38,38.875,37.75,38.25,,,,,,,,
1192,,,21/02/2022 08:25,19.5,,,37.875,38.125,38.375,38.5,38.25,38.75,38,38.5,37.25,38.125,38.5,37.375,37.875,38.125,38.125,38.625,37.75,38.125,37.875,37.875,37.75,38.25,38.125,,,,,,,,
1193,,,21/02/2022 08:55,20,,,38.125,38.5,39.125,37.125,38.375,38.125,37.625,38.125,38.125,38.25,38.625,38.375,37.75,38,38.125,37.625,38.875,38.625,38.25,37.75,37.625,38.25,38.375,,,,,,,,
1194,,,21/02/2022 09:25,20.5,,,38.625,39.375,38.5,36.875,39,38,37.75,38.25,38.375,38.5,37.875,37.625,37.5,38.875,38.375,37.125,38,38.25,38,37.625,37.25,37.5,37.875,,,,,,,,
1195,,,21/02/2022 09:55,21,,,38.75,39.25,37.75,37.125,38.875,37.625,38.25,38.5,38.5,39.25,37.875,38,37.75,39,38.875,37.25,37.5,38.375,38.625,37.75,37.625,37.5,38.375,,,,,,,,
1196,,,21/02/2022 10:25,21.5,,,38.5,38.375,38.125,37.875,38.375,37.5,38.125,38.125,38.125,39.25,37.875,37.875,38.625,38.625,39.375,37.5,37.25,38.375,39,37.625,37.5,37.875,38.375,,,,,,,,
1197,,,21/02/2022 10:55,22,,,38.25,38.25,38.125,37.625,37.375,38.875,38.125,38.625,37.25,38.625,38.5,37.75,37.625,37.875,38.5,38.25,37.875,38.375,37.5,37.75,38,38.25,38.75,,,,,,,,
1198,,,21/02/2022 11:25,22.5,,,37.625,39,37.875,38.75,37.625,38.25,37.75,38.125,37.25,37.75,38,38.25,37.75,37.5,38.375,38,38,39,37.375,38.25,37.5,37.875,38.75,,,,,,,,
1199,,,21/02/2022 11:55,23,,,38.375,39.125,38.5,37.5,38.375,37.25,38.625,38,37.875,37.25,37.625,38.25,37.375,37.375,38.125,37.375,37.375,39,37.875,38.5,38,37.5,38.375,,,,,,,,
1200,,,21/02/2022 12:25,23.5,,,37.875,38.5,38.125,38.25,38.5,37,38.25,38.625,37.25,37.75,37.125,38,38.5,38,39.375,38,37.125,38.625,38.25,38.75,38.625,37.75,38.5,,,,,,,,
1201,,,21/02/2022 12:55,0,,,37.375,38.875,38.5,37.25,38.375,38,37.625,38.25,36.875,37.625,37,38.25,37.875,38.25,38.125,36.875,37.75,38.125,37.5,37.875,37.875,37,38.625,,,,,,,,
1202,,,21/02/2022 13:25,0.5,,,37.5,38.375,38.125,37.125,37.5,37.75,37.5,38,36.625,37.75,37,37.5,37.25,37.75,37.875,37.125,37.125,39,38.25,38.5,38.875,37.375,38.625,,,,,,,,
1203,,,21/02/2022 13:55,1,,,37.25,37.875,37.875,37.125,37.5,37.5,37.5,37.75,36.75,37.375,37,37.375,37.125,37.125,37.625,37,37.5,38.625,38.25,38.875,38.125,37,38.5,,,,,,,,
1204,,,21/02/2022 14:25,1.5,,,37.5,37.625,37.25,37.125,37.375,37,37.25,37.625,37.5,37.5,36.625,36.875,37.125,37.5,37.5,36.625,37.5,38.375,37.625,38.125,37.375,37.125,38.25,,,,,,,,
1205,,,21/02/2022 14:55,2,,,37.375,37.5,37.625,37.5,37.375,37.375,37.25,37.5,37,37.125,37.125,37,37.25,37.5,37.625,37.125,37.875,38.125,37.25,37.625,37.125,37.125,38,,,,,,,,
1206,,,21/02/2022 15:25,2.5,,,37.25,37.75,37.875,36.75,37.625,37.5,37.25,37.625,37.5,37.375,36.875,37,37.375,37.375,37.75,37.25,37.375,38.125,37.375,37,37.25,36.875,38.125,,,,,,,,
1207,,,21/02/2022 15:55,3,,,37.25,37.875,37.875,37.125,37.75,37,37.625,38.375,37.125,37.375,36.75,36.875,37.25,37.25,37.875,37.375,38.25,37.625,37.5,37.25,37.25,36.875,38.875,,,,,,,,
1208,,,21/02/2022 16:25,3.5,,,37.625,37.875,37.625,37.125,37.5,36.875,37.375,38,37,37,36.375,37.125,37.625,37.25,37.625,37.125,38.375,38,37.5,37.5,37.875,37.375,38.125,,,,,,,,
1209,,,21/02/2022 16:55,4,,,37.5,37.75,38,37.375,37.375,37.25,37.375,37.75,37.375,37.5,36.875,37.25,37.375,37.5,37.625,36.75,37.875,38.625,38.375,38.125,38.25,38.5,39.25,,,,,,,,
1210,,,21/02/2022 17:25,4.5,,,37.375,37.875,37.25,37.375,37.375,38.25,37.25,37.625,37.25,37.625,36.875,37.5,37.5,37.375,37.5,36.75,37.75,38.125,37.875,38.25,37.625,38.375,38.25,,,,,,,,
1211,,,21/02/2022 17:55,5,,,37.5,37.875,37.5,36.25,37.375,37,37.375,38.25,37.375,37.375,37,37.25,37.5,37.625,37.25,36.625,37.375,37.875,38,37.625,37.625,37.625,37.625,,,,,,,,
1212,,,21/02/2022 18:25,5.5,,,37.5,37.625,38,37.125,37.625,37.125,37.375,37.875,36.875,37.25,36.625,37,37.375,37.5,37.875,37,37.75,38,37.625,37.5,37.25,37.25,37.625,,,,,,,,
1213,,,21/02/2022 18:55,6,,,37.25,37.625,37.625,37.5,37.5,37.125,37.375,37.75,36.75,37.125,37,36.5,37.375,37.75,37.75,37.375,37.875,38,37.625,37.5,37.375,37.625,37.75,,,,,,,,
1214,,,21/02/2022 19:25,6.5,,,37.125,37.625,37.375,37.375,37.5,36.875,37,37.625,37.125,37.25,36.75,37,37.25,37.5,37.625,37.25,37.875,37.75,37.75,37.5,37.75,37.125,37.5,,,,,,,,
1215,,,21/02/2022 19:55,7,,,37.25,37.875,38.25,37.5,37.5,37,37,37.5,37.25,37.25,37,37,37.375,37.5,37.625,37.375,37.625,37.875,37.5,37.5,37.375,37.25,37.5,,,,,,,,
1216,,,21/02/2022 20:25,7.5,,,37.25,37.75,38.125,37.5,37.375,38.375,37.375,37.625,36.875,37.5,36.5,37,37.375,37.25,37.75,37.5,37.75,37.875,37.5,37.75,37.5,37.25,37.625,,,,,,,,
1217,,,21/02/2022 20:55,8,,,37.25,37.625,38,37.375,37.375,37.625,37.25,38.25,37.125,37.375,36.625,36.875,38.25,37.375,37.625,37.125,37.875,37.875,37.5,37.625,37.375,36.875,37.375,,,,,,,,
1218,,,21/02/2022 21:25,8.5,,,37.25,37.625,37.5,38.5,37.625,37.25,37,38.5,37.5,37.25,36.875,36.75,37.25,37.375,37.5,37.25,37.5,39.375,37.5,37.875,37.375,37.375,37.5,,,,,,,,
1219,,,21/02/2022 21:55,9,,,37.5,37.625,37.875,37.75,37.75,37.375,37.25,37.5,37.75,37.625,37,37.875,37.375,38,37.625,37.375,37.5,38.25,37.25,38,37,37.625,37.5,,,,,,,,
1220,,,21/02/2022 22:25,9.5,,,37.375,37.375,37.625,37.5,37.375,37.375,37.25,37.875,37.375,37.125,36.375,37.625,37.25,37.875,37.75,37.375,37.625,37.875,37.375,37.625,37.5,37.75,37.625,,,,,,,,
1221,,,21/02/2022 22:55,10,,,37.25,37.5,37.375,35.625,37.5,37.5,37.375,37.875,37.625,37.875,36.75,36.75,36.875,37.25,37.75,37.375,37.375,37.875,37.625,37.5,36.75,37.375,37.25,,,,,,,,
1222,,,21/02/2022 23:25,10.5,,,37.25,37.625,37.625,37.375,37.5,37.75,37.375,37.875,37.5,37,36.5,37.25,37,38,37.625,39.125,37.5,37.75,38.375,37.625,37.375,37.375,37.625,,,,,,,,
1223,,,21/02/2022 23:55,11,,,37.375,37.375,37.625,37.375,37.625,37.375,37.25,37.625,38.25,38.25,37.75,37,37,38.125,37.125,38.25,37.375,37.875,37.375,38.125,37.5,37.375,37.625,,,,,,,,
1224,,,22/02/2022 00:25,11.5,,,37.375,38.375,37.25,37.625,37.625,37.625,36.875,37.75,37.75,37.75,37.25,38,38.375,39,37.25,37.625,37.25,37.75,37.5,37.75,37.375,36.875,37.625,,,,,,,,
1225,,,22/02/2022 00:55,12,,,37.375,37.75,37.625,37.375,37.5,37.625,37.875,37.75,38,38.125,37.875,39,37.5,38.625,37.75,37.375,38,37.75,37.625,37.625,36.5,37.125,37.625,,,,,,,,
1226,,,22/02/2022 01:25,12.5,,,38.5,38.125,38.125,38,39,38.75,38.125,38.625,38.25,37.75,37.125,37.875,38.125,38.5,37.875,38.375,38.75,37.75,38.25,38,37.75,37.25,37.625,,,,,,,,
1227,,,22/02/2022 01:55,13,,,38,38.125,38.25,37.75,38.875,38.75,37.5,38,37.625,37.75,37.375,37.125,37.625,38,38.25,37.5,38.125,37.75,37.75,38,37.25,37.375,38.125,,,,,,,,
1228,,,22/02/2022 02:25,13.5,,,38,37.75,37.625,36.375,37.625,37.625,37.875,38,37.875,38.25,37.5,37.625,37.25,38.25,37.875,37.625,37.625,38.125,37.875,37.75,37.125,37.375,37.75,,,,,,,,
1229,,,22/02/2022 02:55,14,,,37.875,38.625,37.75,36.25,37.5,37.75,37.875,38,38.75,37.875,37.5,37.375,37.875,38.625,37.625,38.125,37.875,38.875,38.125,37.625,37.5,37.625,38,,,,,,,,
1230,,,22/02/2022 03:25,14.5,,,37.875,37.875,37.375,37,37.75,37.5,37.875,38.375,38.25,37.875,38,37.25,37.625,37.875,38.75,37.875,37.75,38.125,38.125,37.875,37.875,37.75,37.75,,,,,,,,
1231,,,22/02/2022 03:55,15,,,38,38,37.625,38.5,38.75,37.75,38.375,38.25,38.125,38,38,37.25,37.75,38.5,38.375,38.25,38.625,38.625,39.25,39,37.25,37.625,38.125,,,,,,,,
1232,,,22/02/2022 04:25,15.5,,,38.25,38.375,39,36.75,38.625,38.75,37.75,38.25,38.375,38.75,38.5,37.625,37.75,39,37.875,38.375,38.875,38.125,38.875,38.75,37.5,37.375,38.5,,,,,,,,
1233,,,22/02/2022 04:55,16,,,38.5,38.125,39.125,37.125,38.375,38.125,37.75,38.125,39,38.5,38.625,37.75,38.25,38,37.875,38,38.75,39,38.25,38,37.75,38,38.125,,,,,,,,
1234,,,22/02/2022 05:25,16.5,,,38.5,38,39.375,37.5,38.25,37.75,39,38.375,38.375,38.25,38.25,39,39.125,39,38,38.25,37.875,38.5,38.375,38.5,38.75,37.875,37.75,,,,,,,,
1235,,,22/02/2022 05:55,17,,,37.625,37.75,38.5,37.125,38.25,38.625,38.125,38.25,38.75,38.125,38.5,38.75,38.375,39.125,38.125,38.25,37.375,38,37.875,38,38.375,38.25,38.625,,,,,,,,
1236,,,22/02/2022 06:25,17.5,,,38.5,38.875,38.375,37.25,38.125,39.125,37.875,38.75,38.5,39.125,38,38.25,38.5,38.75,38.5,38.625,37.625,38.375,37.5,38.5,38,37.875,38.625,,,,,,,,
1237,,,22/02/2022 06:55,18,,,38.25,37.875,38,38,38.625,38.25,37.75,37.875,38,38.125,38.25,38,38,37.875,39.125,38.5,38.125,39.125,37.75,38.5,38.375,38.5,38.125,,,,,,,,
1238,,,22/02/2022 07:25,18.5,,,38,37.875,38.375,38.75,38.75,37.875,38.625,38.625,38.125,37.75,38.25,38.375,37.875,38,38.75,37.5,39,38.5,38.625,37.75,37.875,38.25,38.125,,,,,,,,
1239,,,22/02/2022 07:55,19,,,38,38,39,38.625,38.875,37.5,38.25,38.375,37.375,37.875,38.5,38.375,37.625,37.75,38.125,37.875,38,37.75,38,38,38,37.25,38,,,,,,,,
1240,,,22/02/2022 08:25,19.5,,,38.5,38.375,38.75,37.625,38.25,37.5,38,37.75,37.5,37.75,38.625,38.5,39,37.875,38.375,38,37.75,37.875,37.5,38.125,37.875,37.125,37.875,,,,,,,,
1241,,,22/02/2022 08:55,20,,,38,38.25,37.625,36.625,37.5,38.75,37.875,38.25,38.625,39,38,38.125,39,38.5,38.75,39.5,37.75,38,38.125,38.375,38.125,38,38,,,,,,,,
1242,,,22/02/2022 09:25,20.5,,,37.875,37.875,38,37.375,37.875,38.375,37.75,38.125,39,39,38.375,38.125,37.625,39.375,38.375,38.625,38,37.875,38,38.375,38.125,37.75,37.375,,,,,,,,
1243,,,22/02/2022 09:55,21,,,38,38.5,37.375,37.75,37.75,37.625,38.25,38.375,38.75,38.75,37.875,38.375,37.375,39,38.875,38.125,38.375,38.125,39,38.25,38.125,37.75,37.75,,,,,,,,
1244,,,22/02/2022 10:25,21.5,,,39,38.25,38.25,37.5,38.875,37.5,39.125,38.5,37.875,39.125,37.625,37.75,37.625,38.25,38.875,37.25,37.75,37.875,38.375,38,37.875,38,38.25,,,,,,,,
1245,,,22/02/2022 10:55,22,,,38,38.375,38.375,38.75,39,38.875,37.875,37.875,37.375,38.5,37.5,37.625,37.75,37.625,38.625,37.625,37.5,38.125,38.125,39.25,37.625,37.875,38.375,,,,,,,,
1246,,,22/02/2022 11:25,22.5,,,38,38.875,38.375,37.875,38.375,37.75,37.125,38,37.875,38.125,37.875,38.125,38.25,37.5,38.625,37.375,38.25,37.75,37.625,38.25,37.75,38,38.625,,,,,,,,
1247,,,22/02/2022 11:55,23,,,38.25,37.875,38.25,38,37.5,37.375,37.875,38.5,38.125,39,38.25,38.25,37.625,38,38.375,38,37.875,38.625,38,37.75,37.25,37.75,38.75,,,,,,,,
